draw,district,total_pop
4, 1,523159
4, 2,378953
4, 3,413212
4, 4,448791
4, 5,425570
4, 6,471010
4, 7,466282
4, 8,456412
4, 9,507708
4,10,474871
4,11,515299
4,12,400598
4,13,398195
4,14,508300
4,15,433764
4,16,488922
7, 1,523159
7, 2,378953
7, 3,413212
7, 4,448791
7, 5,425570
7, 6,471010
7, 7,466282
7, 8,456412
7, 9,507708
7,10,474871
7,11,515299
7,12,400598
7,13,398195
7,14,508300
7,15,410046
7,16,512640
13, 1,523159
13, 2,378953
13, 3,413212
13, 4,448791
13, 5,425570
13, 6,471010
13, 7,466282
13, 8,398195
13, 9,523825
13,10,482978
13,11,400598
13,12,474871
13,13,472616
13,14,508300
13,15,410046
13,16,512640
15, 1,523159
15, 2,378953
15, 3,413212
15, 4,448791
15, 5,425570
15, 6,471010
15, 7,466282
15, 8,456412
15, 9,507708
15,10,474871
15,11,515299
15,12,400598
15,13,398195
15,14,508300
15,15,415879
15,16,506807
23, 1,523159
23, 2,378953
23, 3,413212
23, 4,448791
23, 5,425570
23, 6,471010
23, 7,466282
23, 8,456412
23, 9,507708
23,10,474871
23,11,515299
23,12,400598
23,13,398195
23,14,508300
23,15,410046
23,16,512640
29, 1,523159
29, 2,378953
29, 3,413212
29, 4,448791
29, 5,425570
29, 6,471010
29, 7,466282
29, 8,456412
29, 9,507708
29,10,474871
29,11,515299
29,12,400598
29,13,398195
29,14,508300
29,15,447928
29,16,474758
43, 1,523159
43, 2,378953
43, 3,413212
43, 4,448791
43, 5,425570
43, 6,471010
43, 7,466282
43, 8,456412
43, 9,507708
43,10,474871
43,11,515299
43,12,400598
43,13,398195
43,14,508300
43,15,410046
43,16,512640
44, 1,523159
44, 2,378953
44, 3,413212
44, 4,448791
44, 5,425570
44, 6,471010
44, 7,466282
44, 8,456412
44, 9,507708
44,10,474871
44,11,515299
44,12,400598
44,13,398195
44,14,508300
44,15,410046
44,16,512640
46, 1,523159
46, 2,378953
46, 3,413212
46, 4,448791
46, 5,425570
46, 6,471010
46, 7,466282
46, 8,456412
46, 9,507708
46,10,474871
46,11,515299
46,12,400598
46,13,398195
46,14,508300
46,15,410046
46,16,512640
48, 1,523159
48, 2,378953
48, 3,413212
48, 4,448791
48, 5,425570
48, 6,471010
48, 7,466282
48, 8,456412
48, 9,507708
48,10,474871
48,11,515299
48,12,400598
48,13,398195
48,14,508300
48,15,410046
48,16,512640
56, 1,523159
56, 2,378953
56, 3,413212
56, 4,448791
56, 5,425570
56, 6,471010
56, 7,466282
56, 8,456412
56, 9,507708
56,10,474871
56,11,515299
56,12,400598
56,13,398195
56,14,508300
56,15,410046
56,16,512640
64, 1,465015
64, 2,413586
64, 3,379992
64, 4,523825
64, 5,523159
64, 6,400598
64, 7,504396
64, 8,372831
64, 9,448791
64,10,459688
64,11,373767
64,12,473820
64,13,510405
64,14,459981
64,15,488552
64,16,512640
67, 1,523159
67, 2,378953
67, 3,413212
67, 4,448791
67, 5,425570
67, 6,471010
67, 7,466282
67, 8,456412
67, 9,507708
67,10,474871
67,11,515299
67,12,400598
67,13,398195
67,14,508300
67,15,410046
67,16,512640
70, 1,523159
70, 2,378953
70, 3,413212
70, 4,448791
70, 5,425570
70, 6,471010
70, 7,466282
70, 8,456412
70, 9,507708
70,10,474871
70,11,515299
70,12,400598
70,13,398195
70,14,508300
70,15,410046
70,16,512640
77, 1,523159
77, 2,378953
77, 3,413212
77, 4,448791
77, 5,425570
77, 6,471010
77, 7,466282
77, 8,456412
77, 9,507708
77,10,474871
77,11,515299
77,12,400598
77,13,508300
77,14,398195
77,15,410046
77,16,512640
78, 1,523159
78, 2,378953
78, 3,413212
78, 4,448791
78, 5,425570
78, 6,471010
78, 7,466282
78, 8,456412
